event_a,event_b,correlation,mean_abs_delta_db
1782608150662_failed_blow_event1_peak1.433s,1782608191941_failed_blow_event1_peak9.470s,0.472939,24.365918
1782608150662_failed_blow_event1_peak1.433s,1782608203595_failed_blow_event1_peak0.995s,-0.296590,19.707231
1782608150662_failed_blow_event1_peak1.433s,1782608212532_failed_blow_event1_peak0.879s,0.366445,13.118312
1782608150662_failed_blow_event1_peak1.433s,1782608212532_failed_blow_event2_peak2.243s,0.369230,13.191493
1782608150662_failed_blow_event1_peak1.433s,1782608212532_failed_blow_event3_peak3.127s,0.673355,13.478420
1782608150662_failed_blow_event1_peak1.433s,1782608212532_failed_blow_event4_peak3.438s,0.480136,16.346665
1782608150662_failed_blow_event1_peak1.433s,1782608212532_failed_blow_event5_peak4.624s,0.392538,18.693541
1782608150662_failed_blow_event1_peak1.433s,1782608212532_failed_blow_event6_peak5.691s,0.659765,11.417038
1782608150662_failed_blow_event1_peak1.433s,1782608212532_failed_blow_event7_peak7.187s,0.598287,13.192659
1782608150662_failed_blow_event1_peak1.433s,1782608212532_failed_blow_event8_peak8.017s,0.642355,11.299474
1782608150662_failed_blow_event1_peak1.433s,1782608683432_failed_blow_event1_peak0.850s,0.624888,14.623450
1782608150662_failed_blow_event2_peak2.805s,1782608150662_failed_blow_event3_peak4.547s,0.734211,7.981873
1782608150662_failed_blow_event2_peak2.805s,1782608150662_failed_blow_event4_peak7.191s,-0.603248,22.241272
1782608150662_failed_blow_event2_peak2.805s,1782608160173_failed_blow_event1_peak1.211s,-0.178081,16.671970
1782608150662_failed_blow_event2_peak2.805s,1782608163117_failed_blow_event1_peak2.418s,-0.182197,16.792723
1782608150662_failed_blow_event2_peak2.805s,1782608163117_failed_blow_event2_peak3.891s,-0.406067,16.356394
1782608150662_failed_blow_event2_peak2.805s,1782608163117_failed_blow_event3_peak5.526s,0.400291,17.295674
1782608150662_failed_blow_event2_peak2.805s,1782608178054_failed_blow_event1_peak4.359s,0.058090,20.264077
1782608150662_failed_blow_event2_peak2.805s,1782608178054_failed_blow_event2_peak5.668s,0.175168,15.772310
1782608150662_failed_blow_event2_peak2.805s,1782608187004_failed_blow_event1_peak1.100s,0.220797,14.365640
1782608150662_failed_blow_event2_peak2.805s,1782608187004_failed_blow_event2_peak1.558s,0.342901,13.489956
1782608150662_failed_blow_event2_peak2.805s,1782608187004_failed_blow_event3_peak2.068s,0.137740,15.793523
1782608150662_failed_blow_event2_peak2.805s,1782608187004_failed_blow_event4_peak2.942s,0.184837,16.793380
1782608150662_failed_blow_event2_peak2.805s,1782608191941_failed_blow_event1_peak9.470s,0.729832,17.263574
1782608150662_failed_blow_event2_peak2.805s,1782608203595_failed_blow_event1_peak0.995s,-0.659198,18.398535
1782608150662_failed_blow_event2_peak2.805s,1782608212532_failed_blow_event1_peak0.879s,0.288907,13.803494
1782608150662_failed_blow_event2_peak2.805s,1782608212532_failed_blow_event2_peak2.243s,0.212395,14.109588
1782608150662_failed_blow_event2_peak2.805s,1782608212532_failed_blow_event3_peak3.127s,0.642958,15.152396
1782608150662_failed_blow_event2_peak2.805s,1782608212532_failed_blow_event4_peak3.438s,0.574970,11.161491
1782608150662_failed_blow_event2_peak2.805s,1782608212532_failed_blow_event5_peak4.624s,0.601311,12.315650
1782608150662_failed_blow_event2_peak2.805s,1782608212532_failed_blow_event6_peak5.691s,0.613608,10.353551
1782608150662_failed_blow_event2_peak2.805s,1782608212532_failed_blow_event7_peak7.187s,0.665000,10.588032
1782608150662_failed_blow_event2_peak2.805s,1782608212532_failed_blow_event8_peak8.017s,0.780044,8.137447
1782608150662_failed_blow_event2_peak2.805s,1782608683432_failed_blow_event1_peak0.850s,0.744340,14.287248
1782608150662_failed_blow_event3_peak4.547s,1782608150662_failed_blow_event4_peak7.191s,-0.237134,18.781823
1782608150662_failed_blow_event3_peak4.547s,1782608160173_failed_blow_event1_peak1.211s,0.262611,15.070818
1782608150662_failed_blow_event3_peak4.547s,1782608163117_failed_blow_event1_peak2.418s,0.089115,13.581010
1782608150662_failed_blow_event3_peak4.547s,1782608163117_failed_blow_event2_peak3.891s,-0.063619,14.412055
1782608150662_failed_blow_event3_peak4.547s,1782608163117_failed_blow_event3_peak5.526s,0.368490,18.711462
1782608150662_failed_blow_event3_peak4.547s,1782608178054_failed_blow_event1_peak4.359s,-0.046605,20.840018
1782608150662_failed_blow_event3_peak4.547s,1782608178054_failed_blow_event2_peak5.668s,0.073329,15.093348
1782608150662_failed_blow_event3_peak4.547s,1782608187004_failed_blow_event1_peak1.100s,0.222162,15.149432
1782608150662_failed_blow_event3_peak4.547s,1782608187004_failed_blow_event2_peak1.558s,0.356091,14.445749
1782608150662_failed_blow_event3_peak4.547s,1782608187004_failed_blow_event3_peak2.068s,-0.030121,16.031362
1782608150662_failed_blow_event3_peak4.547s,1782608187004_failed_blow_event4_peak2.942s,0.216219,17.590484
1782608150662_failed_blow_event3_peak4.547s,1782608191941_failed_blow_event1_peak9.470s,0.454702,18.346597
1782608150662_failed_blow_event3_peak4.547s,1782608203595_failed_blow_event1_peak0.995s,-0.267491,16.487692
1782608150662_failed_blow_event3_peak4.547s,1782608212532_failed_blow_event1_peak0.879s,0.248130,13.260511
1782608150662_failed_blow_event3_peak4.547s,1782608212532_failed_blow_event2_peak2.243s,0.318672,10.946402
1782608150662_failed_blow_event3_peak4.547s,1782608212532_failed_blow_event3_peak3.127s,0.553510,17.116755
1782608150662_failed_blow_event3_peak4.547s,1782608212532_failed_blow_event4_peak3.438s,0.572381,11.227290
1782608150662_failed_blow_event3_peak4.547s,1782608212532_failed_blow_event5_peak4.624s,0.548968,12.985837
1782608150662_failed_blow_event3_peak4.547s,1782608212532_failed_blow_event6_peak5.691s,0.598385,9.572139
1782608150662_failed_blow_event3_peak4.547s,1782608212532_failed_blow_event7_peak7.187s,0.718782,9.078508
1782608150662_failed_blow_event3_peak4.547s,1782608212532_failed_blow_event8_peak8.017s,0.701802,9.001982
1782608150662_failed_blow_event3_peak4.547s,1782608683432_failed_blow_event1_peak0.850s,0.572753,16.670132
1782608150662_failed_blow_event4_peak7.191s,1782608160173_failed_blow_event1_peak1.211s,0.530332,11.890229
1782608150662_failed_blow_event4_peak7.191s,1782608163117_failed_blow_event1_peak2.418s,0.501313,10.727212
1782608150662_failed_blow_event4_peak7.191s,1782608163117_failed_blow_event2_peak3.891s,0.688184,8.581803
1782608150662_failed_blow_event4_peak7.191s,1782608163117_failed_blow_event3_peak5.526s,-0.123127,17.890783
1782608150662_failed_blow_event4_peak7.191s,1782608178054_failed_blow_event1_peak4.359s,-0.159827,19.037136
1782608150662_failed_blow_event4_peak7.191s,1782608178054_failed_blow_event2_peak5.668s,0.074477,14.410187
1782608150662_failed_blow_event4_peak7.191s,1782608187004_failed_blow_event1_peak1.100s,-0.024926,15.880247
1782608150662_failed_blow_event4_peak7.191s,1782608187004_failed_blow_event2_peak1.558s,-0.142675,16.658838
1782608150662_failed_blow_event4_peak7.191s,1782608187004_failed_blow_event3_peak2.068s,0.083259,13.436945
1782608150662_failed_blow_event4_peak7.191s,1782608187004_failed_blow_event4_peak2.942s,-0.121230,17.668212
1782608150662_failed_blow_event4_peak7.191s,1782608191941_failed_blow_event1_peak9.470s,-0.792651,21.915907
1782608150662_failed_blow_event4_peak7.191s,1782608203595_failed_blow_event1_peak0.995s,0.575640,9.565344
1782608150662_failed_blow_event4_peak7.191s,1782608212532_failed_blow_event1_peak0.879s,-0.190014,17.990104
1782608150662_failed_blow_event4_peak7.191s,1782608212532_failed_blow_event2_peak2.243s,-0.049913,16.184713
1782608150662_failed_blow_event4_peak7.191s,1782608212532_failed_blow_event3_peak3.127s,-0.617663,31.394486
1782608150662_failed_blow_event4_peak7.191s,1782608212532_failed_blow_event4_peak3.438s,-0.294382,17.290325
1782608150662_failed_blow_event4_peak7.191s,1782608212532_failed_blow_event5_peak4.624s,-0.289422,18.368652
1782608150662_failed_blow_event4_peak7.191s,1782608212532_failed_blow_event6_peak5.691s,-0.422669,19.632580
1782608150662_failed_blow_event4_peak7.191s,1782608212532_failed_blow_event7_peak7.187s,-0.254571,20.125894
1782608150662_failed_blow_event4_peak7.191s,1782608212532_failed_blow_event8_peak8.017s,-0.583181,22.140176
1782608150662_failed_blow_event4_peak7.191s,1782608683432_failed_blow_event1_peak0.850s,-0.760264,31.311142
1782608160173_failed_blow_event1_peak1.211s,1782608163117_failed_blow_event1_peak2.418s,0.444646,12.341471
1782608160173_failed_blow_event1_peak1.211s,1782608163117_failed_blow_event2_peak3.891s,0.552405,8.474920
1782608160173_failed_blow_event1_peak1.211s,1782608163117_failed_blow_event3_peak5.526s,0.124127,10.078587
1782608160173_failed_blow_event1_peak1.211s,1782608178054_failed_blow_event1_peak4.359s,-0.048354,11.348175
1782608160173_failed_blow_event1_peak1.211s,1782608178054_failed_blow_event2_peak5.668s,0.233728,11.825515
1782608160173_failed_blow_event1_peak1.211s,1782608187004_failed_blow_event1_peak1.100s,0.132697,10.271600
1782608160173_failed_blow_event1_peak1.211s,1782608187004_failed_blow_event2_peak1.558s,0.100776,11.203360
1782608160173_failed_blow_event1_peak1.211s,1782608187004_failed_blow_event3_peak2.068s,-0.048712,15.750213
1782608160173_failed_blow_event1_peak1.211s,1782608187004_failed_blow_event4_peak2.942s,0.013850,10.720838
1782608160173_failed_blow_event1_peak1.211s,1782608191941_failed_blow_event1_peak9.470s,-0.314443,14.439015
1782608160173_failed_blow_event1_peak1.211s,1782608203595_failed_blow_event1_peak0.995s,0.315648,10.387078
1782608160173_failed_blow_event1_peak1.211s,1782608212532_failed_blow_event1_peak0.879s,0.192481,16.888476
1782608160173_failed_blow_event1_peak1.211s,1782608212532_failed_blow_event2_peak2.243s,0.480333,14.440649
1782608160173_failed_blow_event1_peak1.211s,1782608212532_failed_blow_event3_peak3.127s,-0.077403,25.602850
1782608160173_failed_blow_event1_peak1.211s,1782608212532_failed_blow_event4_peak3.438s,0.177559,12.423666
1782608160173_failed_blow_event1_peak1.211s,1782608212532_failed_blow_event5_peak4.624s,0.145380,11.533241
1782608160173_failed_blow_event1_peak1.211s,1782608212532_failed_blow_event6_peak5.691s,0.146505,15.139311
1782608160173_failed_blow_event1_peak1.211s,1782608212532_failed_blow_event7_peak7.187s,0.242837,14.924740
1782608160173_failed_blow_event1_peak1.211s,1782608212532_failed_blow_event8_peak8.017s,0.049485,15.643393
1782608160173_failed_blow_event1_peak1.211s,1782608683432_failed_blow_event1_peak0.850s,-0.132950,24.502184
1782608163117_failed_blow_event1_peak2.418s,1782608163117_failed_blow_event2_peak3.891s,0.808323,6.345130
1782608163117_failed_blow_event1_peak2.418s,1782608163117_failed_blow_event3_peak5.526s,-0.037885,18.244781
1782608163117_failed_blow_event1_peak2.418s,1782608178054_failed_blow_event1_peak4.359s,-0.166988,19.091027
1782608163117_failed_blow_event1_peak2.418s,1782608178054_failed_blow_event2_peak5.668s,0.125595,13.820723
1782608163117_failed_blow_event1_peak2.418s,1782608187004_failed_blow_event1_peak1.100s,-0.008822,15.299531
1782608163117_failed_blow_event1_peak2.418s,1782608187004_failed_blow_event2_peak1.558s,-0.115303,15.888468
1782608163117_failed_blow_event1_peak2.418s,1782608187004_failed_blow_event3_peak2.068s,-0.055078,13.021451
1782608163117_failed_blow_event1_peak2.418s,1782608187004_failed_blow_event4_peak2.942s,-0.158069,18.940512
1782608163117_failed_blow_event1_peak2.418s,1782608191941_failed_blow_event1_peak9.470s,-0.459735,20.610098
1782608163117_failed_blow_event1_peak2.418s,1782608203595_failed_blow_event1_peak0.995s,0.411061,10.284732
1782608163117_failed_blow_event1_peak2.418s,1782608212532_failed_blow_event1_peak0.879s,0.156587,13.419130
1782608163117_failed_blow_event1_peak2.418s,1782608212532_failed_blow_event2_peak2.243s,0.288154,11.039223
1782608163117_failed_blow_event1_peak2.418s,1782608212532_failed_blow_event3_peak3.127s,-0.283878,25.737767
1782608163117_failed_blow_event1_peak2.418s,1782608212532_failed_blow_event4_peak3.438s,0.309293,11.541973
1782608163117_failed_blow_event1_peak2.418s,1782608212532_failed_blow_event5_peak4.624s,0.118871,13.887662
1782608163117_failed_blow_event1_peak2.418s,1782608212532_failed_blow_event6_peak5.691s,0.119597,13.302745
1782608163117_failed_blow_event1_peak2.418s,1782608212532_failed_blow_event7_peak7.187s,0.262936,13.391745
1782608163117_failed_blow_event1_peak2.418s,1782608212532_failed_blow_event8_peak8.017s,0.040400,15.133718
1782608163117_failed_blow_event1_peak2.418s,1782608683432_failed_blow_event1_peak0.850s,-0.315229,25.124053
1782608163117_failed_blow_event2_peak3.891s,1782608163117_failed_blow_event3_peak5.526s,-0.068118,13.172159
1782608163117_failed_blow_event2_peak3.891s,1782608178054_failed_blow_event1_peak4.359s,-0.077062,14.170986
1782608163117_failed_blow_event2_peak3.891s,1782608178054_failed_blow_event2_peak5.668s,0.182064,11.325770
1782608163117_failed_blow_event2_peak3.891s,1782608187004_failed_blow_event1_peak1.100s,-0.095545,11.615688
1782608163117_failed_blow_event2_peak3.891s,1782608187004_failed_blow_event2_peak1.558s,-0.214537,12.208105
1782608163117_failed_blow_event2_peak3.891s,1782608187004_failed_blow_event3_peak2.068s,0.049663,11.589242
1782608163117_failed_blow_event2_peak3.891s,1782608187004_failed_blow_event4_peak2.942s,-0.138415,13.930711
1782608163117_failed_blow_event2_peak3.891s,1782608191941_failed_blow_event1_peak9.470s,-0.641228,16.220518
1782608163117_failed_blow_event2_peak3.891s,1782608203595_failed_blow_event1_peak0.995s,0.534401,7.254083
1782608163117_failed_blow_event2_peak3.891s,1782608212532_failed_blow_event1_peak0.879s,0.040059,15.419573
1782608163117_failed_blow_event2_peak3.891s,1782608212532_failed_blow_event2_peak2.243s,0.170945,13.396281
1782608163117_failed_blow_event2_peak3.891s,1782608212532_failed_blow_event3_peak3.127s,-0.529190,28.176182
1782608163117_failed_blow_event2_peak3.891s,1782608212532_failed_blow_event4_peak3.438s,0.044996,11.376612
1782608163117_failed_blow_event2_peak3.891s,1782608212532_failed_blow_event5_peak4.624s,-0.085336,12.597638
1782608163117_failed_blow_event2_peak3.891s,1782608212532_failed_blow_event6_peak5.691s,-0.167766,14.593277
1782608163117_failed_blow_event2_peak3.891s,1782608212532_failed_blow_event7_peak7.187s,0.012040,14.639955
1782608163117_failed_blow_event2_peak3.891s,1782608212532_failed_blow_event8_peak8.017s,-0.293527,16.445837
1782608163117_failed_blow_event2_peak3.891s,1782608683432_failed_blow_event1_peak0.850s,-0.577488,27.105548
1782608163117_failed_blow_event3_peak5.526s,1782608178054_failed_blow_event1_peak4.359s,0.159277,7.825326
1782608163117_failed_blow_event3_peak5.526s,1782608178054_failed_blow_event2_peak5.668s,0.439638,12.764964
1782608163117_failed_blow_event3_peak5.526s,1782608187004_failed_blow_event1_peak1.100s,0.297169,9.373002
1782608163117_failed_blow_event3_peak5.526s,1782608187004_failed_blow_event2_peak1.558s,0.392143,10.198155
1782608163117_failed_blow_event3_peak5.526s,1782608187004_failed_blow_event3_peak2.068s,0.196738,17.308053
1782608163117_failed_blow_event3_peak5.526s,1782608187004_failed_blow_event4_peak2.942s,0.248550,7.795727
1782608163117_failed_blow_event3_peak5.526s,1782608191941_failed_blow_event1_peak9.470s,0.219506,7.790769
1782608163117_failed_blow_event3_peak5.526s,1782608203595_failed_blow_event1_peak0.995s,-0.224634,14.949409
1782608163117_failed_blow_event3_peak5.526s,1782608212532_failed_blow_event1_peak0.879s,0.356462,21.051141
1782608163117_failed_blow_event3_peak5.526s,1782608212532_failed_blow_event2_peak2.243s,0.321701,19.824414
1782608163117_failed_blow_event3_peak5.526s,1782608212532_failed_blow_event3_peak3.127s,0.176295,27.572146
1782608163117_failed_blow_event3_peak5.526s,1782608212532_failed_blow_event4_peak3.438s,0.298327,12.667146
1782608163117_failed_blow_event3_peak5.526s,1782608212532_failed_blow_event5_peak4.624s,0.446918,10.433435
1782608163117_failed_blow_event3_peak5.526s,1782608212532_failed_blow_event6_peak5.691s,0.344671,18.865642
1782608163117_failed_blow_event3_peak5.526s,1782608212532_failed_blow_event7_peak7.187s,0.482336,16.890130
1782608163117_failed_blow_event3_peak5.526s,1782608212532_failed_blow_event8_peak8.017s,0.340008,18.665361
1782608163117_failed_blow_event3_peak5.526s,1782608683432_failed_blow_event1_peak0.850s,0.287375,25.326065
1782608178054_failed_blow_event1_peak4.359s,1782608178054_failed_blow_event2_peak5.668s,0.533319,12.396835
1782608178054_failed_blow_event1_peak4.359s,1782608187004_failed_blow_event1_peak1.100s,0.304766,9.932581
1782608178054_failed_blow_event1_peak4.359s,1782608187004_failed_blow_event2_peak1.558s,0.232547,11.407944
1782608178054_failed_blow_event1_peak4.359s,1782608187004_failed_blow_event3_peak2.068s,0.611546,15.676463
1782608178054_failed_blow_event1_peak4.359s,1782608187004_failed_blow_event4_peak2.942s,0.087632,10.383957
1782608178054_failed_blow_event1_peak4.359s,1782608191941_failed_blow_event1_peak9.470s,0.061329,9.002067
1782608178054_failed_blow_event1_peak4.359s,1782608203595_failed_blow_event1_peak0.995s,-0.116767,16.010864
1782608178054_failed_blow_event1_peak4.359s,1782608212532_failed_blow_event1_peak0.879s,0.342841,20.981504
1782608178054_failed_blow_event1_peak4.359s,1782608212532_failed_blow_event2_peak2.243s,0.340825,19.762900
1782608178054_failed_blow_event1_peak4.359s,1782608212532_failed_blow_event3_peak3.127s,-0.001717,30.686148
1782608178054_failed_blow_event1_peak4.359s,1782608212532_failed_blow_event4_peak3.438s,0.147296,14.331294
1782608178054_failed_blow_event1_peak4.359s,1782608212532_failed_blow_event5_peak4.624s,0.006865,13.201013
1782608178054_failed_blow_event1_peak4.359s,1782608212532_failed_blow_event6_peak5.691s,0.060734,20.608887
